customer_id,calls,avg_trust_score,min_trust_score,max_trust_score,trust_score_std,avg_outcome_risk,avg_proxy_gap,distinct_scenarios,any_repeat_30d,repeat_30d_rate,avg_churn_risk,is_churned,min_trust_baseline,first_call,last_call
C0007205,30,78.57,38.2,99.03,19.826266972603932,0.28833333333333333,0.43333333333333335,5,1,0.26666666666666666,0.41511229999999993,0,80.41346,2025-01-05,2025-12-20
C0000720,30,78.86333333333333,33.32,98.95,18.675706944719863,0.2966666666666667,0.36666666666666664,6,1,0.2,0.4031193333333333,0,76.315344,2025-02-25,2025-12-30
C0006524,30,79.80133333333333,33.01,98.85,22.14906843737854,0.25666666666666665,0.3,5,1,0.13333333333333333,0.10088996666666668,0,72.150464,2025-01-15,2025-12-30
C0005506,30,80.97933333333334,44.78,99.12,16.81632456733703,0.2916666666666667,0.23333333333333334,7,1,0.23333333333333334,0.38721966666666663,0,54.667886,2025-03-05,2025-12-16
C0000711,29,68.21379310344828,39.58,98.99,18.67056036610139,0.40344827586206894,0.6206896551724138,6,1,0.10344827586206896,0.3205393448275862,1,79.779068,2025-01-04,2025-12-22
C0005391,29,70.49068965517242,32.66,98.78,21.2772388331882,0.3137931034482758,0.5172413793103449,7,1,0.10344827586206896,0.38726137931034477,1,69.523833,2025-01-02,2025-10-12
C0004281,29,78.9251724137931,37.94,99.1,20.54311835083356,0.2689655172413793,0.27586206896551724,5,1,0.06896551724137931,0.08956710344827586,0,65.843808,2025-01-06,2025-12-01
C0001284,28,66.19107142857143,29.64,98.81,24.202374285010674,0.39285714285714285,0.5357142857142857,6,1,0.21428571428571427,0.40923792857142866,0,74.105457,2025-01-25,2025-11-28
C0000821,28,67.31892857142857,30.67,98.68,21.5000357173322,0.3803571428571428,0.5714285714285714,5,1,0.10714285714285714,0.1906580357142857,0,74.024512,2025-02-01,2025-11-23
C0000358,28,72.59678571428572,35.97,98.92,23.597619317080746,0.2910714285714286,0.42857142857142855,4,1,0.2857142857142857,0.4158531785714285,0,80.977819,2025-01-07,2025-12-10
C0004056,28,72.83357142857143,29.18,98.93,21.709066925422814,0.35,0.4642857142857143,7,1,0.14285714285714285,0.28295332142857144,0,79.125203,2025-01-13,2025-12-28
C0000147,28,73.155,34.95,99.32,23.609519658784215,0.2928571428571428,0.5,6,1,0.17857142857142858,0.4781083214285715,0,59.586444,2025-02-02,2025-12-19
C0001690,28,73.78892857142857,37.33,98.9,23.099403285428327,0.25,0.42857142857142855,5,1,0.07142857142857142,0.1834525714285715,0,69.555824,2025-02-07,2025-11-25
C0000541,28,77.58321428571428,35.39,98.86,20.60184764342148,0.28035714285714286,0.35714285714285715,6,1,0.17857142857142858,0.38786550000000003,0,77.326783,2025-01-01,2025-11-08
C0003194,28,77.94321428571428,39.73,99.16,21.197905216837125,0.28035714285714286,0.32142857142857145,5,1,0.17857142857142858,0.2473998214285714,0,68.35769,2025-01-01,2025-12-19
C0000476,28,78.19785714285715,44.86,98.89,18.841949131922288,0.2857142857142857,0.35714285714285715,6,1,0.14285714285714285,0.35124632142857143,1,76.872359,2025-01-01,2025-12-04
C0009536,27,63.69111111111111,28.94,99.07,23.48321091485989,0.3277777777777778,0.7037037037037037,5,1,0.07407407407407407,0.39987011111111104,1,70.189937,2025-02-05,2025-12-27
C0003202,27,65.16481481481482,28.68,98.43,20.864025419251114,0.4574074074074074,0.6296296296296297,5,1,0.2962962962962963,0.3539394444444444,0,64.748124,2025-01-17,2025-12-30
C0004540,27,68.65518518518519,38.83,99.19,22.30206671526385,0.37407407407407406,0.5555555555555556,5,1,0.2962962962962963,0.3918292962962964,1,94.003147,2025-01-08,2025-12-30
C0009109,27,69.12185185185184,35.35,98.81,20.344431677608995,0.29074074074074074,0.5185185185185185,5,1,0.07407407407407407,0.47222377777777774,0,80.237994,2025-02-10,2025-12-21
C0001068,27,69.51,50.53,98.93,19.265433373711666,0.3814814814814814,0.6296296296296297,5,1,0.18518518518518517,0.21557129629629632,1,62.184212,2025-01-05,2025-12-30
C0000697,27,69.74074074074075,33.14,98.77,24.516554364178862,0.3037037037037037,0.5185185185185185,6,1,0.1111111111111111,0.44631355555555563,0,73.201941,2025-01-04,2025-12-26
C0008574,27,71.44037037037036,41.77,99.21,20.694245480601513,0.30740740740740735,0.48148148148148145,6,1,0.2222222222222222,0.12194703703703705,0,69.996245,2025-01-19,2025-12-30
C0009351,27,72.62222222222222,38.15,98.64,17.665852182482833,0.34629629629629627,0.5185185185185185,5,1,0.18518518518518517,0.4982404814814816,0,75.997959,2025-01-02,2025-11-29
C0008758,27,73.95481481481481,33.48,99.15,22.564591794424352,0.3148148148148148,0.48148148148148145,6,1,0.07407407407407407,0.28193544444444446,1,72.856509,2025-02-24,2025-12-26
C0005859,27,74.23074074074074,34.67,98.97,22.183090567423356,0.33148148148148143,0.37037037037037035,7,1,0.3333333333333333,0.20039418518518518,0,67.593323,2025-01-06,2025-12-28
C0003436,27,74.60888888888888,23.75,98.92,26.228649681265786,0.28888888888888886,0.37037037037037035,5,1,0.14814814814814814,0.20777403703703706,0,71.400391,2025-01-18,2025-12-23
C0000335,27,74.64444444444445,37.44,99.07,23.867661954608945,0.2185185185185185,0.4444444444444444,6,1,0.07407407407407407,0.41773511111111117,1,97.44,2025-01-04,2025-12-28
C0000793,27,74.90592592592593,29.87,99.08,21.36600341650965,0.30185185185185187,0.5185185185185185,7,1,0.18518518518518517,0.02336733333333334,0,65.566982,2025-01-15,2025-12-18
C0004316,27,75.01851851851852,44.2,99.28,21.859167888959565,0.24259259259259258,0.4444444444444444,6,1,0.037037037037037035,0.23422918518518523,0,67.423072,2025-02-01,2025-11-23
C0002526,27,75.63740740740741,49.16,98.84,17.43495970580431,0.3259259259259259,0.4444444444444444,5,1,0.14814814814814814,0.37584970370370374,0,68.584635,2025-01-01,2025-12-29
C0008227,27,76.51703703703704,39.82,98.72,18.826476612803084,0.24629629629629626,0.4444444444444444,6,1,0.07407407407407407,0.37959533333333334,0,69.676768,2025-02-18,2025-12-20
C0003533,27,77.69444444444444,34.44,99.09,23.53105171622796,0.2518518518518518,0.37037037037037035,5,1,0.2222222222222222,0.4594662592592592,0,81.638877,2025-01-09,2025-12-29
C0002140,27,78.24111111111112,45.17,98.86,18.524333338639362,0.2611111111111111,0.4074074074074074,6,1,0.18518518518518517,0.42847833333333335,0,73.761207,2025-01-26,2025-12-29
C0009435,27,78.71259259259259,38.83,99.03,20.39239273556395,0.31296296296296294,0.3333333333333333,6,1,0.2962962962962963,0.5207918518518518,0,84.688505,2025-01-01,2025-12-28
C0001254,27,79.40703703703704,39.12,99.05,22.491832674040527,0.26666666666666666,0.3333333333333333,6,1,0.1111111111111111,0.5240009259259258,0,81.395693,2025-01-04,2025-12-27
C0004685,27,80.07074074074073,27.09,99.07,22.322300668222066,0.19814814814814813,0.37037037037037035,5,1,0.1111111111111111,0.39657122222222224,0,50.343242,2025-01-18,2025-12-16
C0000050,27,80.58296296296295,44.66,98.77,18.87104819860201,0.23888888888888887,0.2962962962962963,5,1,0.14814814814814814,0.36117166666666667,0,72.764248,2025-01-06,2025-11-18
C0009393,27,80.78777777777778,35.84,99.1,21.076709955875526,0.24444444444444444,0.3333333333333333,6,1,0.14814814814814814,0.14276866666666668,0,77.078391,2025-01-06,2025-12-30
C0004476,27,80.97296296296297,31.72,99.05,21.608311580147326,0.23703703703703702,0.25925925925925924,7,1,0.07407407407407407,0.38556885185185186,0,89.617448,2025-01-13,2025-12-30
C0001426,26,61.42307692307692,33.6,98.99,23.32176009982621,0.4076923076923077,0.6923076923076923,4,1,0.23076923076923078,0.3930786538461538,0,63.668168,2025-01-11,2025-12-30
C0006088,26,63.89961538461538,29.29,98.42,24.56008704883095,0.4288461538461539,0.5769230769230769,6,1,0.2692307692307692,0.43224080769230777,1,65.829044,2025-01-10,2025-12-30
C0000850,26,66.02730769230769,34.85,98.66,19.90891952019342,0.3865384615384615,0.6538461538461539,6,1,0.15384615384615385,0.4270608846153846,0,75.309669,2025-01-01,2025-12-10
C0006894,26,67.17576923076923,34.61,98.45,18.17207069611538,0.36538461538461536,0.6153846153846154,4,1,0.11538461538461539,0.26111323076923076,0,89.61684,2025-01-04,2025-12-22
C0002766,26,67.37576923076924,34.95,98.96,22.848269636552686,0.37884615384615383,0.5384615384615384,6,1,0.11538461538461539,0.49490592307692316,0,73.081962,2025-04-08,2025-12-15
C0007283,26,68.11076923076924,28.66,99.17,23.999699985304307,0.41923076923076924,0.5,5,1,0.34615384615384615,0.3848949615384615,0,74.795146,2025-02-10,2025-12-27
C0001437,26,69.54423076923077,24.4,99.14,27.284806200239274,0.29230769230769227,0.5,5,1,0.23076923076923078,0.2015601538461538,0,59.568808,2025-01-01,2025-12-02
C0004901,26,69.91038461538461,38.45,99.12,23.344007621789235,0.3269230769230769,0.5,6,1,0.15384615384615385,0.5577667692307693,0,58.793307,2025-02-15,2025-12-28
C0006796,26,71.37307692307692,32.92,99.22,22.637444691348144,0.3211538461538461,0.46153846153846156,6,1,0.11538461538461539,0.3289996538461539,0,61.605611,2025-01-10,2025-12-27
C0002651,26,71.83307692307693,39.99,98.81,19.699445427570954,0.37884615384615383,0.5384615384615384,5,1,0.23076923076923078,0.5119373076923077,1,82.756864,2025-01-05,2025-12-14
C0004180,26,72.24576923076923,34.79,98.82,22.435778421633056,0.3153846153846154,0.5384615384615384,6,1,0.19230769230769232,0.41558023076923073,0,71.13966,2025-01-07,2025-11-29
C0003950,26,72.28,38.02,98.64,19.706046584741447,0.35769230769230764,0.4230769230769231,7,1,0.19230769230769232,0.34872961538461544,1,78.034448,2025-01-04,2025-11-09
C0005970,26,72.43384615384615,33.03,98.94,23.51194727400061,0.29230769230769227,0.4230769230769231,6,1,0.15384615384615385,0.43451838461538467,1,68.151777,2025-01-07,2025-12-24
C0004817,26,72.53846153846153,34.34,98.62,22.05473041182915,0.2980769230769231,0.5384615384615384,4,1,0.07692307692307693,0.5546231923076923,1,71.650229,2025-01-02,2025-12-22
C0007545,26,72.78923076923077,35.26,98.71,24.259917876707977,0.3076923076923077,0.46153846153846156,5,1,0.23076923076923078,0.3547892307692307,0,67.134733,2025-01-03,2025-12-13
C0002011,26,73.75500000000001,44.27,98.86,21.0646177748375,0.3211538461538461,0.46153846153846156,6,1,0.23076923076923078,0.23627157692307696,0,67.471257,2025-01-03,2025-12-29
C0005409,26,73.75692307692307,44.46,98.98,20.657117663261882,0.2826923076923077,0.5,7,1,0.15384615384615385,0.30030349999999995,0,63.099469,2025-03-01,2025-12-16
C0001369,26,74.7476923076923,38.08,98.84,22.273128618618863,0.2692307692307692,0.38461538461538464,7,1,0.11538461538461539,0.4573631923076923,0,91.950459,2025-01-07,2025-11-13
C0005728,26,75.67923076923077,37.95,99.1,19.577495023230508,0.34615384615384615,0.38461538461538464,6,1,0.19230769230769232,0.21964050000000002,0,75.989345,2025-01-14,2025-12-12
C0001249,26,75.86423076923077,35.04,99.03,25.034877778503645,0.20576923076923076,0.38461538461538464,6,1,0.038461538461538464,0.28588315384615387,1,59.31523,2025-01-07,2025-12-25
C0007335,26,75.90230769230769,41.42,99.15,21.215547941581395,0.2846153846153846,0.38461538461538464,5,1,0.19230769230769232,0.33964534615384623,0,85.060878,2025-01-06,2025-12-30
C0005986,26,76.16846153846153,34.67,98.8,20.237289876326365,0.2519230769230769,0.38461538461538464,5,1,0.19230769230769232,0.19895923076923075,0,72.487128,2025-01-06,2025-11-23
C0003655,26,76.87346153846154,31.71,99.0,23.662171150138814,0.2326923076923077,0.4230769230769231,6,1,0.15384615384615385,0.21906657692307693,0,60.579933,2025-02-08,2025-12-22
C0009122,26,77.23884615384615,39.27,99.05,22.676831758766138,0.24423076923076922,0.4230769230769231,6,1,0.19230769230769232,0.347189076923077,0,62.978831,2025-02-01,2025-11-07
C0009821,26,77.54692307692308,28.85,99.18,21.74086231394344,0.2692307692307692,0.38461538461538464,5,1,0.15384615384615385,0.2879629615384615,1,69.550708,2025-01-13,2025-12-27
C0006481,26,77.75769230769231,38.8,98.94,19.511109718863725,0.3153846153846154,0.3076923076923077,7,1,0.2692307692307692,0.3444191923076923,0,67.719544,2025-01-09,2025-12-14
C0008573,26,77.78653846153847,38.56,98.78,21.03591708337104,0.27884615384615385,0.3076923076923077,6,1,0.15384615384615385,0.15762461538461542,1,59.188153,2025-02-08,2025-12-13
C0008883,26,77.94769230769231,34.77,98.9,22.852729781396757,0.2692307692307692,0.34615384615384615,6,1,0.15384615384615385,0.28202953846153844,0,71.610888,2025-01-04,2025-12-17
C0001995,26,78.19769230769231,35.01,99.08,21.891531021414156,0.27884615384615385,0.34615384615384615,5,1,0.23076923076923078,0.36706415384615376,1,70.899136,2025-01-10,2025-12-23
C0008540,26,78.47538461538461,44.14,98.83,18.757534428760987,0.24423076923076922,0.34615384615384615,4,1,0.11538461538461539,0.5086744615384616,0,63.179945,2025-01-03,2025-12-08
C0000870,26,78.88192307692307,34.9,99.12,22.336725278201506,0.22307692307692306,0.38461538461538464,6,1,0.15384615384615385,0.4388928076923077,1,84.895554,2025-02-02,2025-11-23
C0006634,26,78.99269230769231,38.29,98.83,18.863579418062162,0.2653846153846154,0.3076923076923077,6,1,0.11538461538461539,0.39045230769230765,0,66.416368,2025-01-13,2025-12-06
C0007977,26,78.99730769230769,38.62,98.89,18.874702129081097,0.3038461538461538,0.38461538461538464,6,1,0.19230769230769232,0.44952411538461534,1,71.822015,2025-01-08,2025-10-27
C0005057,26,79.99538461538462,46.4,98.85,18.356743988141083,0.3057692307692308,0.34615384615384615,5,1,0.23076923076923078,0.3578908076923077,1,67.018401,2025-02-07,2025-12-30
C0005651,26,80.7023076923077,41.61,99.09,19.15199651371988,0.26153846153846155,0.2692307692307692,7,1,0.19230769230769232,0.46904819230769235,0,59.096679,2025-01-06,2025-12-26
C0008604,26,83.56461538461538,39.89,99.12,20.72106661941305,0.1596153846153846,0.23076923076923078,6,1,0.038461538461538464,0.39161669230769236,0,53.959082,2025-01-20,2025-12-14
C0006422,26,84.78961538461539,38.04,99.07,16.568657032063697,0.22692307692307695,0.19230769230769232,7,1,0.19230769230769232,0.15611496153846155,0,77.568511,2025-01-27,2025-12-29
C0005120,26,89.07499999999999,58.03,98.83,12.413514973608402,0.1692307692307692,0.11538461538461539,6,1,0.11538461538461539,0.4501789615384616,0,67.458268,2025-01-15,2025-12-23
C0001999,26,90.34538461538462,55.47,99.04,13.850677450801957,0.06923076923076922,0.19230769230769232,5,0,0.0,0.19872403846153844,0,44.708075,2025-01-17,2025-12-30
C0009161,25,60.617200000000004,35.45,98.88,22.479929292593425,0.37799999999999995,0.68,4,1,0.16,0.31663696,0,57.375645,2025-01-18,2025-12-13
C0007172,25,64.7432,33.04,98.82,22.979288268641685,0.376,0.64,6,1,0.24,0.3446393199999999,0,69.367947,2025-01-07,2025-10-27
C0000807,25,64.9516,38.29,99.17,20.900161020113377,0.376,0.64,6,1,0.36,0.5157111600000001,0,74.714787,2025-01-02,2025-12-11
C0002395,25,65.3284,36.17,98.67,22.434163434369463,0.33799999999999997,0.64,5,1,0.16,0.24779964,0,80.368721,2025-01-03,2025-12-25
C0005054,25,66.3352,31.98,99.06,24.637320288537875,0.34,0.56,4,1,0.28,0.35090956,1,57.25633,2025-01-01,2025-12-30
C0001354,25,66.556,39.34,98.94,18.246631195922166,0.31799999999999995,0.72,5,1,0.04,0.012940000000000002,0,84.087591,2025-02-24,2025-12-30
C0002006,25,67.4724,29.06,99.02,23.02787446407795,0.306,0.6,5,1,0.08,0.6001357599999999,1,90.867576,2025-03-12,2025-09-28
C0002051,25,68.3652,36.88,99.11,20.8175411051994,0.314,0.64,7,1,0.16,0.28012872,0,78.727633,2025-01-29,2025-12-04
C0005713,25,68.9032,39.2,99.04,19.32306366323243,0.37799999999999995,0.6,5,1,0.12,0.1371096,0,70.64363,2025-01-28,2025-12-28
C0008722,25,68.9768,23.8,99.05,23.009992706068665,0.376,0.48,5,1,0.24,0.25334379999999995,0,73.195079,2025-01-03,2025-12-27
C0009272,25,69.63,34.78,98.75,22.937924564644753,0.37799999999999995,0.52,6,1,0.24,0.4078784,0,75.400239,2025-02-08,2025-12-25
C0002329,25,69.7408,28.62,98.94,24.284895669256365,0.326,0.52,4,1,0.16,0.2783538,0,79.908597,2025-01-02,2025-12-20
C0006617,25,69.91680000000001,27.36,98.92,23.380439602368476,0.37799999999999995,0.48,6,1,0.24,0.38097892,1,82.23902,2025-01-04,2025-12-25
C0006084,25,70.872,35.49,98.93,23.776413732941304,0.312,0.48,6,1,0.16,0.43351819999999996,1,80.21954,2025-01-05,2025-12-21
C0004563,25,70.9948,35.1,99.0,21.402702928991626,0.34,0.52,5,1,0.16,0.21236784,0,69.864326,2025-01-25,2025-12-08
C0007148,25,71.45439999999999,35.25,99.27,22.21500695475921,0.326,0.52,6,1,0.08,0.25244859999999997,0,57.471757,2025-01-02,2025-12-21
C0004369,25,71.6268,35.59,99.04,22.06835360873122,0.306,0.4,6,1,0.2,0.0862456,0,66.026034,2025-01-09,2025-12-02
C0001712,25,71.926,35.48,98.84,22.567331477159634,0.26799999999999996,0.56,5,1,0.12,0.43336748,1,78.514893,2025-01-16,2025-11-28
C0009356,25,71.9776,35.4,99.13,22.327106895729536,0.35600000000000004,0.48,6,1,0.12,0.29749216,0,67.488668,2025-01-09,2025-12-29
C0000805,25,71.9808,29.3,99.17,25.61519794965481,0.286,0.52,6,1,0.16,0.3968982,1,78.658795,2025-01-04,2025-10-03
C0001225,25,72.0664,27.18,98.79,22.578742008062953,0.3,0.48,5,1,0.12,0.50448604,1,63.475805,2025-01-06,2025-12-08
C0003664,25,72.3544,35.23,98.84,24.612689829977274,0.308,0.4,5,1,0.08,0.45002311999999994,1,83.22968,2025-01-04,2025-12-19
C0007177,25,72.356,33.72,98.82,21.195693548454603,0.326,0.44,5,1,0.2,0.26631344,1,78.666702,2025-01-19,2025-10-08
C0002036,25,72.58760000000001,28.99,99.14,23.304670361682156,0.34600000000000003,0.44,5,1,0.12,0.39392299999999997,0,60.668217,2025-01-07,2025-12-22
C0003490,25,72.6072,34.6,99.3,23.905007236978616,0.27,0.52,7,1,0.04,0.31106860000000003,1,69.81757,2025-01-05,2025-12-25
C0004156,25,72.944,34.6,98.94,20.742734270100456,0.306,0.48,5,1,0.12,0.48875368,0,82.572095,2025-01-24,2025-12-28
C0006546,25,73.22319999999999,39.82,98.68,21.73808787205842,0.36199999999999993,0.44,6,1,0.2,0.1447288,0,73.103081,2025-02-19,2025-12-30
C0007483,25,73.4932,35.41,99.08,21.323076646362892,0.294,0.52,6,1,0.16,0.32803992,0,78.012469,2025-02-13,2025-12-13
C0004428,25,74.70479999999999,44.41,99.18,21.74264993049375,0.288,0.48,5,1,0.2,0.33467796,0,92.360955,2025-01-07,2025-12-30
C0000501,25,75.0248,26.51,98.89,19.26312152793518,0.384,0.44,6,1,0.16,0.31405924,0,53.533234,2025-02-13,2025-11-27
C0002402,25,75.0968,34.8,99.06,20.201006105307393,0.33199999999999996,0.36,6,1,0.2,0.32107992,0,58.483023,2025-01-04,2025-12-25
C0001836,25,75.23519999999999,34.03,99.1,20.534588730562227,0.33,0.48,6,1,0.24,0.28748504,0,82.508737,2025-02-08,2025-12-28
C0002060,25,75.516,28.69,98.9,25.50115405885258,0.28,0.44,5,1,0.12,0.5250881199999999,1,57.432613,2025-01-07,2025-12-11
C0006713,25,75.5664,38.72,98.93,23.195302843463804,0.26,0.44,6,1,0.12,0.12548056,1,67.646483,2025-01-03,2025-11-28
C0003328,25,76.342,35.05,99.13,21.99131381553483,0.27599999999999997,0.48,6,1,0.12,0.28449276000000007,0,45.263322,2025-01-10,2025-12-10
C0008779,25,76.4744,35.2,98.67,22.73313277282008,0.254,0.44,6,1,0.2,0.49815292,1,58.175446,2025-01-03,2025-12-17
C0009147,25,76.5412,44.58,98.93,18.59683223921035,0.34,0.4,7,1,0.2,0.38215911999999996,1,66.61665,2025-01-22,2025-12-11
C0000589,25,76.57,34.86,99.02,23.414923659922536,0.23799999999999996,0.4,5,1,0.12,0.19737188000000003,1,77.656417,2025-01-08,2025-12-25
C0002901,25,76.6004,39.66,99.31,19.42112541366574,0.31799999999999995,0.4,7,1,0.28,0.24220244000000002,0,73.490354,2025-01-08,2025-12-19
C0007667,25,76.7724,41.85,99.01,21.46940367127136,0.27999999999999997,0.36,6,1,0.2,0.37823356,1,75.389004,2025-02-10,2025-12-25
C0002625,25,78.23,37.85,99.08,21.93753252609175,0.198,0.36,7,1,0.08,0.5537704,0,54.102056,2025-01-05,2025-12-30
C0008017,25,78.4764,35.39,98.92,20.678311681566267,0.318,0.32,7,1,0.2,0.2284078,0,69.395476,2025-01-15,2025-12-18
C0001649,25,78.7132,39.52,98.83,19.465944347329607,0.296,0.36,6,1,0.16,0.40429560000000003,0,63.774245,2025-01-17,2025-12-30
C0009277,25,78.7484,47.7,99.1,19.73163823237526,0.25,0.4,5,1,0.12,0.33553208000000007,0,56.439085,2025-01-03,2025-12-15
C0001054,25,79.5168,44.26,98.85,18.72978682028531,0.254,0.32,4,1,0.12,0.15221572,1,72.406348,2025-01-23,2025-12-13
C0003695,25,80.5156,36.68,98.87,20.08271605137113,0.31,0.32,5,1,0.36,0.45543339999999993,0,70.31917,2025-01-01,2025-12-14
C0003833,25,81.2688,35.1,99.06,23.462174224341048,0.212,0.32,5,1,0.12,0.2763676,0,85.91405,2025-01-05,2025-12-20
C0001297,25,81.5028,38.26,98.61,19.53595883663422,0.264,0.32,7,1,0.12,0.10466756,0,55.764629,2025-01-01,2025-12-06
C0003571,25,81.95280000000001,29.89,99.09,23.29237384495907,0.16399999999999998,0.28,5,1,0.04,0.37412964000000004,1,55.721391,2025-01-04,2025-12-17
C0003327,25,82.448,31.92,98.85,22.285582035627126,0.188,0.24,5,1,0.16,0.23646123999999996,0,56.959217,2025-02-03,2025-10-30
C0000037,25,82.554,42.02,99.1,19.83307275739188,0.21,0.24,4,1,0.04,0.46547303999999995,0,85.190798,2025-01-05,2025-12-06
C0003011,25,83.0072,34.66,98.81,20.50413139670475,0.21,0.24,6,1,0.12,0.25755364,0,70.034356,2025-01-04,2025-11-16
C0003315,25,83.0736,35.2,99.0,18.626760068961715,0.23,0.24,5,1,0.12,0.48567747999999994,0,75.69011,2025-01-02,2025-12-30
C0007471,25,83.12880000000001,41.94,99.06,18.236144813711768,0.222,0.28,6,1,0.16,0.40436627999999997,0,83.752834,2025-01-08,2025-12-18
C0009944,25,83.58120000000001,46.36,99.21,18.854952558943236,0.22399999999999998,0.28,7,1,0.16,0.44089648,0,78.683547,2025-03-05,2025-11-26
C0009528,25,88.6628,47.5,98.92,15.139192933134403,0.10800000000000001,0.16,6,1,0.04,0.2124036,0,90.475684,2025-01-25,2025-12-30
C0006881,24,59.855,28.81,98.69,23.95422627683347,0.40833333333333327,0.6666666666666666,4,1,0.20833333333333334,0.061509499999999995,0,68.966698,2025-02-04,2025-11-21
C0000853,24,64.6275,32.62,98.67,20.976471964726493,0.42083333333333334,0.6666666666666666,6,1,0.20833333333333334,0.4735719166666667,0,79.313403,2025-01-05,2025-11-21
C0004934,24,66.48708333333333,30.17,96.39,21.893444617285443,0.34791666666666665,0.5833333333333334,5,1,0.16666666666666666,0.2787384583333333,1,76.545051,2025-02-02,2025-12-30
C0008564,24,66.59583333333333,29.02,98.55,22.585808918273294,0.3854166666666667,0.5833333333333334,7,1,0.25,0.3802933333333333,0,81.747203,2025-01-20,2025-12-04
C0001139,24,66.98333333333333,31.99,98.94,23.02590066532198,0.3916666666666666,0.5416666666666666,6,1,0.20833333333333334,0.4417002083333334,0,43.091008,2025-02-05,2025-12-27
C0004630,24,67.25291666666666,29.12,98.8,25.436350654161245,0.35833333333333334,0.4583333333333333,5,1,0.25,0.2846281666666667,0,87.545346,2025-01-04,2025-11-26
C0006154,24,67.38083333333334,25.73,98.93,27.009206307522604,0.3416666666666666,0.5416666666666666,5,1,0.25,0.42014050000000003,1,76.761352,2025-01-05,2025-11-22
C0007163,24,67.57916666666667,36.6,98.55,20.587367785096777,0.42291666666666666,0.5,5,1,0.20833333333333334,0.36980420833333333,1,62.251098,2025-01-20,2025-11-25
C0003772,24,67.65875,26.86,99.05,23.59572203535135,0.36874999999999997,0.5416666666666666,5,1,0.20833333333333334,0.5078584166666666,0,80.320638,2025-02-27,2025-12-29
C0008922,24,68.24875,34.87,98.82,22.335468442445485,0.31875,0.5833333333333334,4,1,0.20833333333333334,0.12988954166666666,0,76.94361,2025-02-01,2025-12-24
C0003477,24,68.41041666666666,38.22,98.85,21.793926852334973,0.29583333333333334,0.5833333333333334,5,1,0.08333333333333333,0.37551850000000003,0,70.461518,2025-02-13,2025-12-28
C0006094,24,68.94041666666666,44.27,98.77,18.590901112282502,0.40833333333333327,0.625,5,1,0.3333333333333333,0.31928,0,82.112131,2025-01-02,2025-12-19
C0005199,24,69.44,38.54,98.66,21.251920833901924,0.3520833333333333,0.5,7,1,0.20833333333333334,0.2900985,0,92.718902,2025-01-03,2025-12-14
C0002637,24,69.56125,23.83,98.67,26.068207075069346,0.2895833333333333,0.5416666666666666,4,1,0.125,0.5189845,1,62.14331,2025-01-09,2025-11-24
C0001118,24,69.81583333333333,38.16,98.81,22.526310783975077,0.36666666666666664,0.4583333333333333,6,1,0.20833333333333334,0.483303,0,71.975848,2025-01-05,2025-12-22
